item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_race,offender_gender,offender_age,offender_number,person_type,victim_race,victim_gender,victim_age,victim_number,victim_fatal_status,hate_crime,report_type,year,offenderid,offenderstatus,persontype,Signal Code
G-26133-20,8,100 EXCHANGE ST,OPEN,65,SIMPLE ROBBERY,2020-07-21 22:35:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,2.0,,WHITE,MALE,31.0,1.0,Non-fatal,,Supplemental Report,2020,637403.0,,VICTIM,65
G-26133-20,8,100 EXCHANGE ST,OPEN,65,SIMPLE ROBBERY,2020-07-21 22:35:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,2.0,,WHITE,MALE,31.0,1.0,Non-fatal,,Supplemental Report,2020,637403.0,,VICTIM,64
G-26384-20,8,100 BOURBON ST,CLOSED,64G,ARMED ROBBERY (GUN),2020-07-22 04:41:00,14 64,ARMED ROBBERY,BLACK,MALE,24.0,1.0,,WHITE,MALE,24.0,1.0,Non-fatal,,Supplemental Report,2020,635620.0,ARRESTED,VICTIM,64
G-26384-20,8,100 BOURBON ST,CLOSED,64G,ARMED ROBBERY (GUN),2020-07-22 04:41:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,24.0,1.0,,WHITE,MALE,24.0,1.0,Non-fatal,,Supplemental Report,2020,635620.0,ARRESTED,VICTIM,64
G-26384-20,8,100 BOURBON ST,CLOSED,64G,ARMED ROBBERY (GUN),2020-07-22 04:41:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,24.0,1.0,,WHITE,MALE,24.0,1.0,Non-fatal,,Supplemental Report,2020,635620.0,ARRESTED,VICTIM,64
G-27280-20,7,6041 BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-22 21:05:00,,,BLACK,MALE,,1.0,,BLACK,MALE,,2.0,Non-fatal,,Incident Report,2020,634426.0,,VICTIM,34S
G-27280-20,7,6041 BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-22 21:05:00,,,BLACK,MALE,,1.0,,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2020,634426.0,,VICTIM,34S
G-27431-20,6,2223 4TH ST,CLOSED,60D,AGGRAVATED BURGLARY (DOMESTIC),2020-07-23 00:20:00,,,,,,,,BLACK,FEMALE,31.0,2.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,60-D
G-27431-20,6,2223 4TH ST,CLOSED,60D,AGGRAVATED BURGLARY (DOMESTIC),2020-07-23 00:20:00,,,,,,,,BLACK,FEMALE,29.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,60-D
G-27807-20,8,132  CARONDELET ST,CLOSED,67S,SHOPLIFTING,2020-07-23 09:12:00,54 403,DISTURBING THE PEACE,WHITE,MALE,35.0,1.0,,UNKNOWN,FEMALE,38.0,1.0,Non-fatal,,Incident Report,2020,634492.0,ARRESTED,VICTIM,67
G-27807-20,8,132  CARONDELET ST,CLOSED,67S,SHOPLIFTING,2020-07-23 09:12:00,54 186,THEFT,WHITE,MALE,35.0,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,634492.0,ARRESTED,VICTIM,67
G-27986-20,5,PAUGER ST & N DERBIGNY ST,OPEN,64J,ARMED CARJACKING,2020-07-20 22:00:00,,,BLACK,MALE,,1.0,,HISPANIC,MALE,26.0,2.0,Non-fatal,,Incident Report,2020,634508.0,,INTERVIEW,64J
G-27986-20,5,PAUGER ST & N DERBIGNY ST,OPEN,64J,ARMED CARJACKING,2020-07-20 22:00:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,,HISPANIC,MALE,40.0,1.0,Non-fatal,,Incident Report,2020,634508.0,,VICTIM,64J
G-28921-20,2,600 S CARROLLTON AV,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),2020-07-24 04:15:00,14 62,SIMPLE BURGLARY,BLACK,MALE,57.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,635393.0,ARRESTED,VICTIM,62B
G-29621-20,2,LOWERLINE ST & COHN ST,OPEN,67,THEFT,2020-07-24 18:55:00,14 67,THEFT,BLACK,MALE,10.0,1.0,,BLACK,FEMALE,68.0,1.0,Non-fatal,,Supplemental Report,2020,636523.0,,VICTIM,67
G-29858-20,5,6100 N CLAIBORNE,OPEN,103D,DISTURBANCE (DOMESTIC),2020-07-24 11:00:00,,,,,,,,BLACK,FEMALE,37.0,1.0,Non-fatal,,Incident Report,2020,,,REPORTING PERSON,35
G-29934-20,8,400 BOURBON ST,OPEN,21P,LOST PROPERTY,2020-07-25 00:56:00,,,,,,,,WHITE,FEMALE,23.0,1.0,Non-fatal,,Incident Report,2020,,,REPORTING PERSON,21
G-29934-20,8,400 BOURBON ST,OPEN,21P,LOST PROPERTY,2020-07-25 00:56:00,,,,,,,,WHITE,MALE,23.0,1.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,21
G-30347-20,8,ROYAL ST & IBERVILLE ST,OPEN,103F,DISTURBANCE (FIGHT),2020-07-25 10:40:00,,,,,,,,WHITE,MALE,30.0,1.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103F
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,,,BLACK,MALE,,1.0,,WHITE,FEMALE,20.0,1.0,Non-fatal,,Incident Report,2020,634866.0,,WITNESS,62C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,,,BLACK,MALE,,1.0,,WHITE,FEMALE,20.0,1.0,Non-fatal,,Incident Report,2020,634866.0,,WITNESS,62-C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,,,BLACK,MALE,,2.0,,WHITE,FEMALE,20.0,1.0,Non-fatal,,Incident Report,2020,634867.0,,WITNESS,62C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,,,BLACK,MALE,,2.0,,WHITE,FEMALE,20.0,1.0,Non-fatal,,Incident Report,2020,634867.0,,WITNESS,62-C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,1.0,,WHITE,MALE,22.0,1.0,Non-fatal,,Incident Report,2020,634866.0,,VICTIM,62C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,1.0,,WHITE,MALE,22.0,1.0,Non-fatal,,Incident Report,2020,634866.0,,VICTIM,62-C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,2.0,,WHITE,MALE,22.0,1.0,Non-fatal,,Incident Report,2020,634867.0,,VICTIM,62C
G-30625-20,8,526 burgundy ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 14:40:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,2.0,,WHITE,MALE,22.0,1.0,Non-fatal,,Incident Report,2020,634867.0,,VICTIM,62-C
G-30799-20,1,100 S GAYOSO ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 18:00:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,,,,1.0,,BLACK,MALE,44.0,1.0,Non-fatal,,Supplemental Report,2020,636933.0,,VICTIM,62-C
G-31293-20,7,24979 CHEF MENTEUR HW,OPEN,67,THEFT,2020-07-25 16:05:00,14 67,THEFT,,,,1.0,,WHITE,MALE,38.0,1.0,Non-fatal,,Incident Report,2020,634972.0,,VICTIM,67A
G-31407-20,1,610 S SCOTT ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-07-25 12:00:00,14 62,SIMPLE BURGLARY,,,,1.0,,WHITE,MALE,41.0,1.0,Non-fatal,,Incident Report,2020,634932.0,,VICTIM,62C
G-31540-20,6,S CLAIBORNE AV & 4TH ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-26 11:46:00,,,,,,1.0,,HISPANIC,FEMALE,29.0,2.0,Non-fatal,,Incident Report,2020,634948.0,,WITNESS,30S
G-31540-20,6,S CLAIBORNE AV & 4TH ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-26 11:46:00,,,,,,1.0,,HISPANIC,FEMALE,29.0,2.0,Non-fatal,,Incident Report,2020,634948.0,,WITNESS,30S
G-31540-20,6,S CLAIBORNE AV & 4TH ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-26 11:46:00,,,,,,1.0,,BLACK,MALE,,3.0,Non-fatal,,Incident Report,2020,634948.0,,WITNESS,30S
G-31540-20,6,S CLAIBORNE AV & 4TH ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-26 11:46:00,,,,,,1.0,,BLACK,MALE,,3.0,Non-fatal,,Incident Report,2020,634948.0,,WITNESS,30S
G-31540-20,6,S CLAIBORNE AV & 4TH ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-26 11:46:00,14 30,FIRST DEGREE MURDER,,,,1.0,,BLACK,MALE,29.0,1.0,Fatal,,Incident Report,2020,634948.0,,VICTIM,30S
G-31540-20,6,S CLAIBORNE AV & 4TH ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-26 11:46:00,14 30,FIRST DEGREE MURDER,,,,1.0,,BLACK,MALE,29.0,1.0,Fatal,,Incident Report,2020,634948.0,,VICTIM,30S
G-31751-20,6,1526 S REV. JOHN RAPHAEL JR. WY,OPEN,37,AGGRAVATED ASSAULT,2020-07-26 15:50:00,14 35,SIMPLE BATTERY,BLACK,MALE,30.0,1.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2020,649102.0,,VICTIM,94
G-31751-20,6,1526 S REV. JOHN RAPHAEL JR. WY,OPEN,37,AGGRAVATED ASSAULT,2020-07-26 15:50:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,30.0,1.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2020,649102.0,,VICTIM,94
G-31940-20,4,6400 GENERAL MEYER AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-26 19:38:00,,,,,,,,,,,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34S
G-31940-20,4,6400 GENERAL MEYER AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-26 19:38:00,,,,,,,,,,,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34-S
G-31940-20,4,6400 GENERAL MEYER AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-26 19:38:00,,,,,,,,,,,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34-S
G-31940-20,4,6400 GENERAL MEYER AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-26 19:38:00,,,,,,,,,,,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34S
G-32228-20,8,400 BOURBON ST,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2020-07-27 01:30:00,14 35.3,DOMESTIC ABUSE BATTERY,HISPANIC,MALE,39.0,1.0,,WHITE,FEMALE,33.0,1.0,Non-fatal,,Incident Report,2020,635030.0,ARRESTED,VICTIM,35-D
G-32423-20,1,700 N CLAIBORNE AV,CLOSED,30S,HOMICIDE (SHOOTING),2020-07-27 06:47:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,,BLACK,MALE,,1.0,Fatal,,Supplemental Report,2020,635140.0,ARRESTED,VICTIM,30S
G-32423-20,1,700 N CLAIBORNE AV,CLOSED,30S,HOMICIDE (SHOOTING),2020-07-27 06:47:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,,BLACK,MALE,,1.0,Fatal,,Supplemental Report,2020,635140.0,ARRESTED,VICTIM,30S
G-32466-20,4,HORACE ST & PATTERSON ST,OPEN,21,MISCELLANEOUS INCIDENT,2020-07-22 04:03:00,66 286,ILLEGAL DUMPING,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,635099.0,,VICTIM,21ID
G-32466-20,4,HORACE ST & PATTERSON ST,OPEN,21,MISCELLANEOUS INCIDENT,2020-07-22 04:03:00,66 286,ILLEGAL DUMPING,BLACK,MALE,,2.0,,,,,1.0,Non-fatal,,Incident Report,2020,635101.0,,VICTIM,21ID
G-33265-20,5,FRANCE ST & N VILLERE ST,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-27 22:04:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,41.0,1.0,Non-fatal,,Supplemental Report,2020,642612.0,,VICTIM,34S
G-33265-20,5,FRANCE ST & N VILLERE ST,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-27 22:04:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,41.0,1.0,Non-fatal,,Supplemental Report,2020,642612.0,,VICTIM,34S
G-33265-20,5,FRANCE ST & N VILLERE ST,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-27 22:04:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,FEMALE,46.0,2.0,Non-fatal,,Supplemental Report,2020,642612.0,,VICTIM,34S
G-33265-20,5,FRANCE ST & N VILLERE ST,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-27 22:04:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,FEMALE,46.0,2.0,Non-fatal,,Supplemental Report,2020,642612.0,,VICTIM,34S
G-33271-20,8,400 BOURBON ST,CLOSED,65,SIMPLE ROBBERY,2020-07-27 22:00:00,,,BLACK,MALE,23.0,2.0,,BLACK,MALE,56.0,1.0,Non-fatal,,Supplemental Report,2020,639994.0,ARRESTED,REPORTING PERSON,65
G-33271-20,8,400 BOURBON ST,CLOSED,65,SIMPLE ROBBERY,2020-07-27 22:00:00,,,BLACK,MALE,23.0,2.0,,BLACK,MALE,56.0,1.0,Non-fatal,,Supplemental Report,2020,639994.0,ARRESTED,REPORTING PERSON,65
G-33271-20,8,400 BOURBON ST,CLOSED,65,SIMPLE ROBBERY,2020-07-27 22:00:00,,,BLACK,MALE,23.0,2.0,,BLACK,MALE,56.0,1.0,Non-fatal,,Supplemental Report,2020,639994.0,ARRESTED,REPORTING PERSON,65
G-33271-20,8,400 BOURBON ST,CLOSED,65,SIMPLE ROBBERY,2020-07-27 22:00:00,,,BLACK,MALE,22.0,1.0,,BLACK,MALE,56.0,1.0,Non-fatal,,Supplemental Report,2020,639990.0,ARRESTED,REPORTING PERSON,65
G-33271-20,8,400 BOURBON ST,CLOSED,65,SIMPLE ROBBERY,2020-07-27 22:00:00,,,BLACK,MALE,22.0,1.0,,BLACK,MALE,56.0,1.0,Non-fatal,,Supplemental Report,2020,639990.0,ARRESTED,REPORTING PERSON,65
G-33271-20,8,400 BOURBON ST,CLOSED,65,SIMPLE ROBBERY,2020-07-27 22:00:00,,,BLACK,MALE,22.0,1.0,,BLACK,MALE,56.0,1.0,Non-fatal,,Supplemental Report,2020,639990.0,ARRESTED,REPORTING PERSON,65
G-33290-20,6,S LIBERTY ST & FELICITY,CLOSED,94,ILLEGAL USE OF WEAPONS,2020-07-27 10:50:00,,,BLACK,FEMALE,38.0,1.0,,BLACK,FEMALE,55.0,2.0,Non-fatal,,Incident Report,2020,635238.0,ARRESTED,WITNESS,94
G-33290-20,6,S LIBERTY ST & FELICITY,CLOSED,94,ILLEGAL USE OF WEAPONS,2020-07-27 10:50:00,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,FEMALE,38.0,1.0,,,,,3.0,Non-fatal,,Incident Report,2020,635238.0,ARRESTED,VICTIM,94
G-33290-20,6,S LIBERTY ST & FELICITY,CLOSED,94,ILLEGAL USE OF WEAPONS,2020-07-27 10:50:00,14 94,ILLEGAL USE OF WEAPONS,BLACK,FEMALE,38.0,1.0,,,,,3.0,Non-fatal,,Incident Report,2020,635238.0,ARRESTED,VICTIM,94
G-33290-20,6,S LIBERTY ST & FELICITY,CLOSED,94,ILLEGAL USE OF WEAPONS,2020-07-27 10:50:00,,,BLACK,FEMALE,38.0,1.0,,BLACK,FEMALE,22.0,1.0,Non-fatal,,Incident Report,2020,635238.0,ARRESTED,WITNESS,94
G-33369-20,8,500 BARONNE ST,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 00:26:00,,,,,,,,WHITE,MALE,44.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,30S
G-33601-20,8,8 CANAL ST,CLOSED,67A,AUTO THEFT,2020-07-28 00:05:00,14 67.26,THEFT OF A MOTOR VEHICLE,WHITE,FEMALE,46.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,658573.0,ARRESTED,VICTIM,67A
G-33856-20,6,US90B W ONRAMP & S CLAIBORNE ONRAMP,OPEN,37,AGGRAVATED ASSAULT,2020-07-28 10:50:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,1.0,,WHITE,MALE,52.0,1.0,Non-fatal,,Incident Report,2020,635484.0,,VICTIM,37
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 34,AGG. BATTERY,,,,1.0,,,,,2.0,Non-fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 34,AGG. BATTERY,,,,1.0,,,,,2.0,Non-fatal,,Incident Report,2020,635425.0,,VICTIM,30-S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 34,AGG. BATTERY,,,,1.0,,,,,2.0,Non-fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 34,AGG. BATTERY,,,,1.0,,,,,2.0,Non-fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 34,AGG. BATTERY,,,,1.0,,,,,2.0,Non-fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 30,FIRST DEGREE MURDER,,,,1.0,,,,,1.0,Fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 30,FIRST DEGREE MURDER,,,,1.0,,,,,1.0,Fatal,,Incident Report,2020,635425.0,,VICTIM,30-S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 30,FIRST DEGREE MURDER,,,,1.0,,,,,1.0,Fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 30,FIRST DEGREE MURDER,,,,1.0,,,,,1.0,Fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34229-20,5,N TONTI ST & A P TUREAUD AV,OPEN,30S,HOMICIDE (SHOOTING),2020-07-28 18:38:00,14 30,FIRST DEGREE MURDER,,,,1.0,,,,,1.0,Fatal,,Incident Report,2020,635425.0,,VICTIM,30S
G-34561-20,4,2900 SANDRA,OPEN,34,AGGRAVATED BATTERY,2020-07-29 01:28:00,,,,,,1.0,,BLACK,MALE,37.0,1.0,Non-fatal,,Incident Report,2020,635460.0,,VICTIM,34
G-34656-20,6,1001 LOYOLA AV,OPEN,64K,ARMED ROBBERY (KNIFE),2020-07-29 03:15:00,,,BLACK,MALE,53.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,642435.0,ARRESTED,VICTIM,64K
G-35450-20,3,3700 FRENCHMEN ST,CLOSED,67A,AUTO THEFT,2020-07-29 17:00:00,,,,,,,,BLACK,MALE,71.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,67A
G-35495-20,5,1700 FRANKLIN AV,OPEN,67AR,AUTO THEFT & RECOVERY,2020-07-29 19:41:00,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,,1.0,,BLACK,FEMALE,29.0,1.0,Non-fatal,,Incident Report,2020,635604.0,,VICTIM,67A
G-35869-20,1,N MIRO ST & ORLEANS AV,OPEN,21,MISCELLANEOUS INCIDENT,2020-07-30 03:18:00,,,,,,,,BLACK,FEMALE,52.0,1.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,64
G-35869-20,1,N MIRO ST & ORLEANS AV,OPEN,21,MISCELLANEOUS INCIDENT,2020-07-30 03:18:00,,,,,,,,BLACK,MALE,57.0,2.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,64
G-36002-20,8,700  CANAL ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,2020-07-30 08:28:00,,,WHITE,MALE,52.0,1.0,,BLACK,FEMALE,24.0,1.0,Non-fatal,,Incident Report,2020,635678.0,ARRESTED,WITNESS,103
G-36002-20,8,700  CANAL ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,2020-07-30 08:28:00,54 151,CRIMINAL DAMAGE TO PROPERTY,WHITE,MALE,52.0,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,635678.0,ARRESTED,VICTIM,103
G-36609-20,2,S CARROLLTON AV & EDINBURGH ST,OPEN,37,AGGRAVATED ASSAULT,2020-07-30 18:05:00,14 37,AGG. ASSAULT,,,,1.0,,WHITE,MALE,24.0,1.0,Non-fatal,,Incident Report,2020,635775.0,,VICTIM,37
G-36884-20,5,2400 LAW ST,CLOSED,29,DEATH,2020-07-30 23:31:00,,,,,,,,WHITE,MALE,33.0,1.0,Fatal,,Supplemental Report,2020,,,VICTIM,107
G-36884-20,5,2400 LAW ST,CLOSED,29,DEATH,2020-07-30 23:31:00,,,,,,,,WHITE,MALE,33.0,1.0,Fatal,,Supplemental Report,2020,,,VICTIM,21
G-36895-20,1,W I-10 & JEFF DAVIS OVERPASS,OPEN,30S,HOMICIDE (SHOOTING),2020-07-30 23:38:00,14 30.1,SECOND DEGREE MURDER,,,,1.0,,,,,1.0,Fatal,,Incident Report,2020,647863.0,,VICTIM,34  S
G-37183-20,8,166 ROOSEVELT WY,CLOSED,64K,ARMED ROBBERY (KNIFE),2020-07-31 06:15:00,14 64,ARMED ROBBERY,BLACK,MALE,45.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,654052.0,ARRESTED,VICTIM,64-K
G-37183-20,8,166 ROOSEVELT WY,CLOSED,64K,ARMED ROBBERY (KNIFE),2020-07-31 06:15:00,14 34.1,SECOND DEGREE BATTERY,BLACK,MALE,45.0,1.0,,WHITE,MALE,50.0,2.0,Non-fatal,,Supplemental Report,2020,654052.0,ARRESTED,VICTIM,64-K
G-37247-20,7,11000 N I-10 SERVICE RD,OPEN,67A,AUTO THEFT,2020-07-31 07:45:00,,,,,,,,BLACK,MALE,48.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,64G
G-37247-20,7,11000 N I-10 SERVICE RD,OPEN,67A,AUTO THEFT,2020-07-31 07:45:00,,,,,,,,BLACK,MALE,48.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,64G
G-37768-20,4,200 MORGAN ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-07-31 19:11:00,,,,,,1.0,,BLACK,MALE,,2.0,Non-fatal,,Incident Report,2020,635933.0,,REPORTING PERSON,56
G-37768-20,4,200 MORGAN ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-07-31 19:11:00,,,,,,1.0,,WHITE,MALE,31.0,3.0,Non-fatal,,Incident Report,2020,635933.0,,INTERVIEW,56
G-37768-20,4,200 MORGAN ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-07-31 19:11:00,,,,,,1.0,,WHITE,MALE,57.0,4.0,Non-fatal,,Incident Report,2020,635933.0,,INTERVIEW,56
G-37768-20,4,200 MORGAN ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-07-31 19:11:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,635933.0,,VICTIM,56
G-37795-20,7,4513 LYNHUBER DR,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-31 18:15:00,,,,,,,,BLACK,MALE,21.0,1.0,Non-fatal,,Supplemental Report,2020,,,INTERVIEW,34S
G-37795-20,7,4513 LYNHUBER DR,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-07-31 18:15:00,,,,,,,,BLACK,MALE,43.0,2.0,Non-fatal,,Supplemental Report,2020,,,INTERVIEW,34S
H-00459-20,7,6711 CHEF MENTEUR HW,CLOSED,37,AGGRAVATED ASSAULT,2020-08-01 11:00:00,,,,,,,,,,,,Non-fatal,,Supplemental Report,2020,,,,37
H-00758-20,1,2500 DUMAINE ST,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2020-08-01 13:12:00,,,,,,1.0,,WHITE,FEMALE,32.0,2.0,Non-fatal,,Incident Report,2020,636038.0,,VICTIM,55
H-00758-20,1,2500 DUMAINE ST,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2020-08-01 13:12:00,14 55,AGG. CRIMINAL DAMAGE,,,,1.0,,WHITE,MALE,35.0,1.0,Non-fatal,,Incident Report,2020,636038.0,,VICTIM,55
H-01105-20,6,2013 S CLAIBORNE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-01 22:55:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,636688.0,,VICTIM,67-A
H-01105-20,6,2013 S CLAIBORNE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-01 22:55:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,636688.0,,VICTIM,37
H-01105-20,6,2013 S CLAIBORNE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-01 22:55:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,636688.0,,VICTIM,67-A
H-01105-20,6,2013 S CLAIBORNE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-01 22:55:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,636688.0,,VICTIM,37
H-01943-20,5,4200 SAINT CLAUDE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-02 16:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,1.0,,WHITE,MALE,52.0,1.0,Non-fatal,,Incident Report,2020,636192.0,,VICTIM,37
H-01943-20,5,4200 SAINT CLAUDE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-02 16:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,1.0,,WHITE,MALE,52.0,1.0,Non-fatal,,Incident Report,2020,636192.0,,VICTIM,37
